Year,Region,Industry,Professional Position Category,Gross Pay Total,Gross Pay Women,Gross Pay Men,Gender Pay Gap
,,,,6951,0,6953,6953
2020,North-West,SECTOR 3 SERVICES ,Lowest management,7707,7014,8454,1440
2020,North-West,Wholesale and retail trade,Lowest management,6265,5483,7567,2084
2020,North-West,Transportation and storage,Lowest management,6784,6436,6868,432
2020,North-West,Hotels and restaurants,Lowest management,4965,4878,5073,195
,,,,9810,0,9868,9868
2020,North-West,Financial and insurance services,Lowest management,9670,8902,10123,1221
2020,North-West,Professional services,Lowest management,8484,8254,8671,417
2020,North-West,Other business services,Lowest management,8097,7586,8382,796
2020,North-West,Health and social work,Lowest management,6956,6824,7270,446
2020,North-West,Arts and recreation,Lowest management,6197,5833,6501,668
2020,North-West,Other service activities,Lowest management,6473,6177,6714,537
2020,North-West,TOTAL,No management,6195,6030,6296,266
2020,North-West,SECTOR 2 PRODUCTION,No management,6385,6242,6401,159
,,,,6348,0,6174,6174
2020,North-West,Manufacturing of Goods,No management,6645,6290,6723,433
2020,North-West,Waste disposal,No management,5936,5415,5959,544
2020,North-West,Construction ,No management,5931,5761,5957,196
2020,North-West,SECTOR 3 SERVICES ,No management,6103,6005,6203,198
2020,North-West,Wholesale and retail trade,No management,5307,4888,5775,887
2020,North-West,Transportation and storage,No management,5433,5402,5445,43
2020,North-West,Hotels and restaurants,No management,4437,4381,4480,99
2020,North-West,Information and communication,No management,8072,6917,8591,1674
2020,North-West,Financial and insurance services,No management,7279,6873,7882,1009
2020,North-West,Professional services,No management,7040,6706,7317,611
2020,North-West,Other business services,No management,5333,4737,5499,762
2020,North-West,Health and social work,No management,6177,6056,6620,564
2020,North-West,Arts and recreation,No management,5997,5715,6331,616
2020,North-West,Other service activities,No management,5291,4929,5953,1024
2018,North-West,TOTAL,Total ,6714,6251,7038,787
2018,North-West,SECTOR 2 PRODUCTION,Total ,7040,6677,7099,422
,,,,6393,0,6393,6393
2018,North-West,Manufacturing of Goods,Total ,7383,6900,7502,602
2018,North-West,Waste disposal,Total ,6163,5880,6236,356
2018,North-West,Construction ,Total ,6366,6000,6417,417
2018,North-West,SECTOR 3 SERVICES ,Total ,6570,6188,6976,788
2018,North-West,Wholesale and retail trade,Total ,5752,5113,6243,1130
2018,North-West,Transportation and storage,Total ,5549,5538,5556,18
2018,North-West,Hotels and restaurants,Total ,4285,4301,4271,-30
2018,North-West,Information and communication,Total ,8323,6890,8829,1939
2018,North-West,Financial and insurance services,Total ,9039,7360,10394,3034
2018,North-West,Professional services,Total ,7945,7024,8595,1571
2018,North-West,Other business services,Total ,5664,4991,5845,854
2018,North-West,Health and social work,Total ,6377,6154,7100,946
2018,North-West,Arts and recreation,Total ,6263,5918,6528,610
2018,North-West,Other service activities,Total ,5929,5042,7343,2301
2018,North-West,TOTAL,T/U/M Management,10643,9412,10968,1556
2018,North-West,SECTOR 2 PRODUCTION,T/U/M Management,11429,15392,10938,-4454
,,,,0,0,0,0
2018,North-West,Manufacturing of Goods,T/U/M Management,14074,15998,13457,-2541
,,,,10111,0,10111,10111
,,,,8854,0,8857,8857
2018,North-West,SECTOR 3 SERVICES ,T/U/M Management,10114,8512,10998,2486
2018,North-West,Wholesale and retail trade,T/U/M Management,9855,9131,10341,1210
,,,,8873,0,9140,9140
2018,North-West,Hotels and restaurants,T/U/M Management,5579,5271,5778,507
2018,North-West,Information and communication,T/U/M Management,11211,8375,11536,3161
2018,North-West,Financial and insurance services,T/U/M Management,15500,13148,16083,2935
2018,North-West,Professional services,T/U/M Management,11008,9545,11220,1675
2018,North-West,Other business services,T/U/M Management,8254,7471,8718,1247
2018,North-West,Health and social work,T/U/M Management,9109,8104,11111,3007
2018,North-West,Arts and recreation,T/U/M Management,7853,7279,8000,721
2018,North-West,Other service activities,T/U/M Management,8807,7527,9367,1840
2018,North-West,TOTAL,Lower management,8453,7612,8932,1320
2018,North-West,SECTOR 2 PRODUCTION,Lower management,8795,9239,8688,-551
,,,,0,0,0,0
2018,North-West,Manufacturing of Goods,Lower management,9616,9935,9549,-386
,,,,0,0,0,0
,,,,7437,0,7429,7429
2018,North-West,SECTOR 3 SERVICES ,Lower management,8250,7232,9068,1836
2018,North-West,Wholesale and retail trade,Lower management,7405,6316,8116,1800
,,,,7601,0,7901,7901
2018,North-West,Hotels and restaurants,Lower management,5001,4875,5200,325
2018,North-West,Information and communication,Lower management,8047,7720,8673,953
2018,North-West,Financial and insurance services,Lower management,11670,10444,12019,1575
2018,North-West,Professional services,Lower management,9374,8450,9856,1406
2018,North-West,Other business services,Lower management,6500,5712,6715,1003
2018,North-West,Health and social work,Lower management,7383,7064,8109,1045
2018,North-West,Arts and recreation,Lower management,6585,6397,6965,568
2018,North-West,Other service activities,Lower management,6992,6130,7989,1859
2018,North-West,TOTAL,Lowest management,7480,7051,7793,742
2018,North-West,SECTOR 2 PRODUCTION,Lowest management,7062,6790,7148,358
,,,,0,0,0,0
2018,North-West,Manufacturing of Goods,Lowest management,7082,6771,7237,466
,,,,7644,0,7880,7880
,,,,6729,0,6729,6729
2018,North-West,SECTOR 3 SERVICES ,Lowest management,7683,7095,8309,1214
2018,North-West,Wholesale and retail trade,Lowest management,6687,5546,7263,1717
2018,North-West,Transportation and storage,Lowest management,7353,7353,7304,-49
2018,North-West,Hotels and restaurants,Lowest management,4764,4707,4887,180
,,,,9588,0,10080,10080
2018,North-West,Financial and insurance services,Lowest management,9441,8528,9909,1381
2018,North-West,Professional services,Lowest management,8858,8361,9183,822
2018,North-West,Other business services,Lowest management,7373,6528,7910,1382
2018,North-West,Health and social work,Lowest management,6652,6540,7270,730
2018,North-West,Arts and recreation,Lowest management,6544,6190,7196,1006
2018,North-West,Other service activities,Lowest management,6291,5278,7670,2392
2018,North-West,TOTAL,No management,6118,5880,6240,360
2018,North-West,SECTOR 2 PRODUCTION,No management,6327,5959,6394,435
,,,,6248,0,6248,6248
2018,North-West,Manufacturing of Goods,No management,6483,5995,6598,603
2018,North-West,Waste disposal,No management,5754,5669,5778,109
2018,North-West,Construction ,No management,6002,5631,6050,419
2018,North-West,SECTOR 3 SERVICES ,No management,5976,5865,6092,227
2018,North-West,Wholesale and retail trade,No management,5259,4891,5609,718
2018,North-West,Transportation and storage,No management,5297,5370,5282,-88
2018,North-West,Hotels and restaurants,No management,4077,4162,3921,-241
2018,North-West,Information and communication,No management,7739,6645,8086,1441
2018,North-West,Financial and insurance services,No management,7193,6807,7806,999
2018,North-West,Professional services,No management,6949,6568,7268,700
2018,North-West,Other business services,No management,5388,4628,5588,960
2018,North-West,Health and social work,No management,6108,5979,6588,609
2018,North-West,Arts and recreation,No management,5952,5623,6238,615
2018,North-West,Other service activities,No management,5063,4503,6048,1545
2016,North-West,TOTAL,Total ,6700,6220,7034,814
,,,,6931,6768,6960,192
,,,,6890,0,6890,6890
,,,,7430,7022,7560,538
2016,North-West,Waste disposal,Total ,6466,6031,6575,544
2016,North-West,Construction ,Total ,6011,5900,6022,122
2016,North-West,SECTOR 3 SERVICES ,Total ,6585,6143,7087,944
2016,North-West,Wholesale and retail trade,Total ,5811,5025,6499,1474
2016,North-West,Transportation and storage,Total ,5848,5754,5877,123
2016,North-West,Hotels and restaurants,Total ,4513,4452,4569,117
2016,North-West,Information and communication,Total ,8341,6908,8867,1959
2016,North-West,Financial and insurance services,Total ,8579,7108,10113,3005
2016,North-West,Professional services,Total ,7916,7098,8616,1518
2016,North-West,Other business services,Total ,5673,5088,5832,744
2016,North-West,Health and social work,Total ,6402,6208,7133,925
2016,North-West,Arts and recreation,Total ,6125,5673,6533,860
2016,North-West,Other service activities,Total ,5957,5130,7170,2040
2016,North-West,TOTAL,T/U/M Management,10745,9384,11172,1788
,,,,12149,13906,11868,-2038
,,,,0,0,0,0
,,,,13549,15192,13080,-2112
,,,,9969,0,9969,9969
,,,,8491,0,8665,8665
2016,North-West,SECTOR 3 SERVICES ,T/U/M Management,10064,8665,10790,2125
,,,,9387,8142,9716,1574
,,,,9518,7111,9555,2444
,,,,6190,5982,6400,418
,,,,11093,9005,11486,2481
2016,North-West,Financial and insurance services,T/U/M Management,15496,11979,16121,4142
,,,,10995,9322,11345,2023
,,,,8217,6789,8377,1588
2016,North-West,Health and social work,T/U/M Management,9800,8479,11786,3307
,,,,8268,7529,8667,1138
,,,,9092,8498,9412,914
2016,North-West,TOTAL,Lower management,8723,7656,9148,1492
,,,,9229,9544,9167,-377
,,,,0,0,0,0
,,,,9828,9880,9812,-68
,,,,8639,0,0,0
,,,,6808,0,6852,6852
2016,North-West,SECTOR 3 SERVICES ,Lower management,8385,7331,9137,1806
2016,North-West,Wholesale and retail trade,Lower management,7622,6973,7990,1017
2016,North-West,Transportation and storage,Lower management,8468,8169,8489,320
2016,North-West,Hotels and restaurants,Lower management,4951,4840,5155,315
2016,North-West,Information and communication,Lower management,9385,7774,10080,2306
2016,North-West,Financial and insurance services,Lower management,11156,9656,11674,2018
,,,,9448,7780,9966,2186
,,,,7175,6648,7907,1259
2016,North-West,Health and social work,Lower management,7355,6975,8277,1302
,,,,7213,6681,7530,849
,,,,7032,6307,8262,1955
2016,North-West,TOTAL,Lowest management,7484,7084,7716,632
,,,,7092,7091,7094,3
,,,,0,0,0,0
,,,,7376,7094,7480,386
,,,,7464,0,7541,7541
,,,,6636,0,6652,6652
2016,North-West,SECTOR 3 SERVICES ,Lowest management,7684,7077,8222,1145
,,,,6967,6088,7685,1597
2016,North-West,Transportation and storage,Lowest management,7098,6699,7393,694
,,,,4782,4782,0,-4782
,,,,8687,0,9098,9098
2016,North-West,Financial and insurance services,Lowest management,9178,8246,9712,1466
,,,,9386,8384,9746,1362
,,,,6190,5637,6292,655
2016,North-West,Health and social work,Lowest management,6964,6873,7153,280
,,,,6699,6754,0,-6754
,,,,5708,4843,0,-4843
2016,North-West,TOTAL,No management,6129,5862,6286,424
2016,North-West,SECTOR 2 PRODUCTION,No management,6317,6159,6346,187
,,,,6632,0,6636,6636
,,,,6582,6217,6689,472
2016,North-West,Waste disposal,No management,6034,5891,6101,210
2016,North-West,Construction ,No management,5839,5737,5843,106
2016,North-West,SECTOR 3 SERVICES ,No management,6020,5800,6225,425
2016,North-West,Wholesale and retail trade,No management,5223,4780,5708,928
2016,North-West,Transportation and storage,No management,5519,5495,5526,31
2016,North-West,Hotels and restaurants,No management,4332,4337,4258,-79
2016,North-West,Information and communication,No management,7664,6583,8095,1512
2016,North-West,Financial and insurance services,No management,6982,6581,7654,1073
2016,North-West,Professional services,No management,6977,6602,7327,725
2016,North-West,Other business services,No management,5545,4893,5693,800
2016,North-West,Health and social work,No management,6128,6024,6539,515
2016,North-West,Arts and recreation,No management,5588,5295,6055,760
2016,North-West,Other service activities,No management,5010,4534,5950,1416
2014,North-West,TOTAL,Total ,6578,6014,6934,920
2014,North-West,SECTOR 2 PRODUCTION,Total ,6827,6800,6836,36
,,,,6115,0,6070,6070
,,,,7291,6887,7390,503
,,,,6364,6223,6400,177
,,,,6068,6066,6072,6
2014,North-West,SECTOR 3 SERVICES ,Total ,6435,5881,7033,1152
2014,North-West,Wholesale and retail trade,Total ,5722,4924,6397,1473
2014,North-West,Transportation and storage,Total ,6210,5732,6341,609
2014,North-West,Hotels and restaurants,Total ,4333,4323,4385,62
2014,North-West,Information and communication,Total ,8165,6537,8619,2082
2014,North-West,Financial and insurance services,Total ,8461,6974,9886,2912
2014,North-West,Professional services,Total ,7975,6867,8583,1716
2014,North-West,Other business services,Total ,5462,4691,5618,927
2014,North-West,Health and social work,Total ,6259,6062,7001,939
2014,North-West,Arts and recreation,Total ,6315,5858,6561,703
,,,,6083,5092,7248,2156
2014,North-West,TOTAL,T/U/M Management,10455,8670,11061,2391
,,,,12262,13874,12029,-1845
,,,,0,0,0,0
,,,,14143,15793,13689,-2104
,,,,10642,0,10666,10666
,,,,8099,0,8611,8611
2014,North-West,SECTOR 3 SERVICES ,T/U/M Management,9918,8117,10627,2510
,,,,8447,7035,8889,1854
,,,,10371,7583,10581,2998
,,,,5920,5344,6429,1085
,,,,11141,0,11498,11498
2014,North-West,Financial and insurance services,T/U/M Management,14524,11977,14906,2929
,,,,11403,9540,11865,2325
,,,,9192,7680,9687,2007
2014,North-West,Health and social work,T/U/M Management,9322,8641,10854,2213
,,,,7670,6857,7888,1031
,,,,8378,7281,9389,2108
2014,North-West,TOTAL,Lower management,8667,7425,9087,1662
,,,,9166,9210,9160,-50
,,,,0,0,0,0
,,,,9669,9756,9654,-102
,,,,8376,0,8435,8435
,,,,7070,0,7209,7209
2014,North-West,SECTOR 3 SERVICES ,Lower management,8162,7167,8981,1814
,,,,7388,6551,7586,1035
,,,,8500,0,8343,8343
,,,,4643,0,0,0
,,,,9124,0,9464,9464
2014,North-West,Financial and insurance services,Lower management,10855,9479,11291,1812
,,,,9234,7507,10007,2500
,,,,6725,6928,6551,-377
2014,North-West,Health and social work,Lower management,7295,7123,7905,782
,,,,7659,0,7715,7715
,,,,7223,6764,8228,1464
2014,North-West,TOTAL,Lowest management,7269,6810,7574,764
,,,,7055,7502,7032,-470
,,,,0,0,0,0
2014,North-West,Manufacturing of Goods,Lowest management,7438,7724,7389,-335
,,,,7922,0,8137,8137
,,,,6442,0,6475,6475
2014,North-West,SECTOR 3 SERVICES ,Lowest management,7400,6749,8078,1329
,,,,6531,5430,7559,2129
,,,,7223,6500,7825,1325
,,,,4719,0,0,0
,,,,7168,0,7811,7811
2014,North-West,Financial and insurance services,Lowest management,9345,8430,9733,1303
,,,,8555,7648,8882,1234
,,,,6047,0,6065,6065
2014,North-West,Health and social work,Lowest management,6612,6494,6933,439
,,,,6399,0,0,0
,,,,6813,6542,6898,356
2014,North-West,TOTAL,No management,5975,5613,6175,562
2014,North-West,SECTOR 2 PRODUCTION,No management,6215,6114,6240,126
,,,,5639,0,5666,5666
2014,North-West,Manufacturing of Goods,No management,6471,6148,6542,394
,,,,5843,5820,5843,23
2014,North-West,Construction ,No management,5796,5758,5796,38
2014,North-West,SECTOR 3 SERVICES ,No management,5796,5511,6103,592
2014,North-West,Wholesale and retail trade,No management,5092,4704,5546,842
,,,,5933,5479,6048,569
2014,North-West,Hotels and restaurants,No management,4228,4182,4238,56
2014,North-West,Information and communication,No management,7161,6312,7524,1212
2014,North-West,Financial and insurance services,No management,6777,6426,7417,991
2014,North-West,Professional services,No management,6908,6486,7312,826
2014,North-West,Other business services,No management,5149,4378,5393,1015
2014,North-West,Health and social work,No management,5893,5815,6292,477
2014,North-West,Arts and recreation,No management,5940,5487,6329,842
2014,North-West,Other service activities,No management,4976,4460,6124,1664
2012,North-West,TOTAL,Total ,6653,5981,7094,1113
2012,North-West,SECTOR 2 PRODUCTION,Total ,6930,6576,7023,447
,,,,6231,0,6233,6233
,,,,7396,6822,7577,755
,,,,6086,5417,6190,773
,,,,6105,5420,6153,733
2012,North-West,SECTOR 3 SERVICES ,Total ,6502,5863,7154,1291
2012,North-West,Wholesale and retail trade,Total ,5553,4748,6192,1444
,,,,5885,5680,5971,291
2012,North-West,Hotels and restaurants,Total ,4365,4305,4502,197
2012,North-West,Information and communication,Total ,8156,6426,8770,2344
2012,North-West,Financial and insurance services,Total ,8411,6806,9988,3182
2012,North-West,Professional services,Total ,7897,6659,8828,2169
2012,North-West,Other business services,Total ,5038,4281,5397,1116
2012,North-West,Health and social work,Total ,6187,5991,6950,959
2012,North-West,Arts and recreation,Total ,5922,5445,6400,955
,,,,6067,5013,8476,3463
2012,North-West,TOTAL,T/U/M Management,10670,8789,11239,2450
,,,,11940,13502,11770,-1732
,,,,0,0,0,0
,,,,14000,15253,13660,-1593
,,,,9678,0,9964,9964
,,,,8091,6248,8450,2202
2012,North-West,SECTOR 3 SERVICES ,T/U/M Management,10217,8328,11045,2717
,,,,9071,7379,9848,2469
,,,,9968,7554,10389,2835
,,,,5538,5119,5754,635
2012,North-West,Information and communication,T/U/M Management,11111,7828,11550,3722
2012,North-West,Financial and insurance services,T/U/M Management,14940,12262,15410,3148
,,,,12381,9750,12944,3194
,,,,7649,6643,7732,1089
2012,North-West,Health and social work,T/U/M Management,9126,8219,10942,2723
,,,,7919,6969,8405,1436
,,,,9983,8125,10099,1974
2012,North-West,TOTAL,Lower management,8543,7071,9104,2033
,,,,9178,8670,9265,595
,,,,0,0,0,0
,,,,9572,9143,9625,482
,,,,8461,0,8547,8547
,,,,7205,0,7378,7378
2012,North-West,SECTOR 3 SERVICES ,Lower management,8070,6781,8982,2201
2012,North-West,Wholesale and retail trade,Lower management,7186,6283,8052,1769
,,,,7057,7216,7057,-159
,,,,5007,5075,4945,-130
2012,North-West,Information and communication,Lower management,9741,7583,10208,2625
2012,North-West,Financial and insurance services,Lower management,10732,9406,11110,1704
2012,North-West,Professional services,Lower management,9537,7733,10387,2654
,,,,5759,6095,5702,-393
2012,North-West,Health and social work,Lower management,7101,6773,7750,977
,,,,6829,6476,7118,642
,,,,6286,5878,8649,2771
2012,North-West,TOTAL,Lowest management,7289,6837,7533,696
,,,,7063,7057,7062,5
,,,,0,0,0,0
,,,,7408,7435,7405,-30
,,,,7212,0,7407,7407
,,,,6520,0,6532,6532
2012,North-West,SECTOR 3 SERVICES ,Lowest management,7428,6819,8025,1206
,,,,6274,5621,6533,912
,,,,7508,6909,7615,706
2012,North-West,Hotels and restaurants,Lowest management,4844,4611,5055,444
,,,,8131,0,8143,8143
2012,North-West,Financial and insurance services,Lowest management,8826,8026,9341,1315
,,,,8851,7250,9817,2567
,,,,4183,3947,4545,598
2012,North-West,Health and social work,Lowest management,6806,6635,7208,573
,,,,6221,5520,6922,1402
,,,,5464,5464,0,-5464
2012,North-West,TOTAL,No management,6024,5610,6277,667
2012,North-West,SECTOR 2 PRODUCTION,No management,6267,6043,6308,265
,,,,5955,0,5974,5974
,,,,6551,6175,6660,485
,,,,5494,5143,5543,400
,,,,5830,5363,5863,500
2012,North-West,SECTOR 3 SERVICES ,No management,5850,5511,6234,723
2012,North-West,Wholesale and retail trade,No management,5009,4559,5506,947
,,,,5560,5481,5582,101
2012,North-West,Hotels and restaurants,No management,4229,4202,4230,28
2012,North-West,Information and communication,No management,7182,6069,7619,1550
2012,North-West,Financial and insurance services,No management,6624,6249,7399,1150
2012,North-West,Professional services,No management,6855,6279,7222,943
2012,North-West,Other business services,No management,4732,4158,5127,969
2012,North-West,Health and social work,No management,5827,5764,6138,374
2012,North-West,Arts and recreation,No management,5567,5143,5896,753
,,,,4887,4350,6093,1743
2020,East,TOTAL,Total ,6274,5687,6559,872
2020,East,SECTOR 2 PRODUCTION,Total ,6255,5296,6437,1141
,,,,6226,0,6300,6300
2020,East,Manufacturing of Goods,Total ,6267,5158,6589,1431
2020,East,Waste disposal,Total ,6363,6442,6359,-83
2020,East,Construction ,Total ,6189,5886,6210,324
2020,East,SECTOR 3 SERVICES ,Total ,6292,5822,6749,927
2020,East,Wholesale and retail trade,Total ,5624,4979,6167,1188
2020,East,Transportation and storage,Total ,5473,4995,5575,580
2020,East,Hotels and restaurants,Total ,4444,4317,4642,325
2020,East,Information and communication,Total ,7894,6339,8423,2084
2020,East,Financial and insurance services,Total ,8359,6911,10152,3241
2020,East,Professional services,Total ,7321,6219,8111,1892
2020,East,Other business services,Total ,5061,4418,5429,1011
2020,East,Health and social work,Total ,6334,6078,7228,1150
2020,East,Arts and recreation,Total ,5503,5333,5714,381
2020,East,Other service activities,Total ,6270,5454,7447,1993
2020,East,TOTAL,T/U/M Management,9174,7452,9619,2167
2020,East,SECTOR 2 PRODUCTION,T/U/M Management,9053,6752,9284,2532
,,,,0,0,0,0
2020,East,Manufacturing of Goods,T/U/M Management,9453,6936,9705,2769
,,,,9005,0,9081,9081
2020,East,Construction ,T/U/M Management,8441,6524,8743,2219
2020,East,SECTOR 3 SERVICES ,T/U/M Management,9238,7613,9970,2357
2020,East,Wholesale and retail trade,T/U/M Management,8079,5908,8780,2872
2020,East,Transportation and storage,T/U/M Management,7498,7124,7579,455
2020,East,Hotels and restaurants,T/U/M Management,5431,5131,5777,646
2020,East,Information and communication,T/U/M Management,10424,8218,10839,2621
2020,East,Financial and insurance services,T/U/M Management,14444,12536,14785,2249
2020,East,Professional services,T/U/M Management,10424,8155,10984,2829
2020,East,Other business services,T/U/M Management,8296,6678,8597,1919
2020,East,Health and social work,T/U/M Management,9776,8531,11294,2763
2020,East,Arts and recreation,T/U/M Management,7628,6997,8028,1031
2020,East,Other service activities,T/U/M Management,8359,7097,9099,2002
2020,East,TOTAL,Lower management,7645,6851,7992,1141
2020,East,SECTOR 2 PRODUCTION,Lower management,7622,6541,7704,1163
,,,,0,0,0,0
2020,East,Manufacturing of Goods,Lower management,7963,6673,8232,1559
,,,,7922,0,0,0
,,,,7014,0,7040,7040
2020,East,SECTOR 3 SERVICES ,Lower management,7666,6902,8328,1426
2020,East,Wholesale and retail trade,Lower management,7301,6068,7805,1737
,,,,6583,0,6703,6703
2020,East,Hotels and restaurants,Lower management,5181,4971,5777,806
2020,East,Information and communication,Lower management,8855,6954,9524,2570
2020,East,Financial and insurance services,Lower management,10825,9272,11163,1891
2020,East,Professional services,Lower management,8155,6626,8660,2034
2020,East,Other business services,Lower management,6476,5883,6682,799
2020,East,Health and social work,Lower management,7301,7022,7873,851
2020,East,Arts and recreation,Lower management,6499,5860,6740,880
2020,East,Other service activities,Lower management,7552,6710,8698,1988
2020,East,TOTAL,Lowest management,6682,6099,6887,788
2020,East,SECTOR 2 PRODUCTION,Lowest management,6766,6099,6861,762
,,,,0,0,0,0
2020,East,Manufacturing of Goods,Lowest management,6818,6075,6950,875
,,,,7272,0,0,0
,,,,6665,0,6665,6665
2020,East,SECTOR 3 SERVICES ,Lowest management,6619,6097,6931,834
2020,East,Wholesale and retail trade,Lowest management,6015,5560,6588,1028
2020,East,Transportation and storage,Lowest management,5930,5199,6116,917
2020,East,Hotels and restaurants,Lowest management,4670,4327,4951,624
2020,East,Information and communication,Lowest management,7581,5727,8338,2611
2020,East,Financial and insurance services,Lowest management,8737,7984,9249,1265
2020,East,Professional services,Lowest management,7693,6672,8143,1471
2020,East,Other business services,Lowest management,5622,5068,6014,946
2020,East,Health and social work,Lowest management,6766,6619,6914,295
,,,,5281,0,0,0
2020,East,Other service activities,Lowest management,6500,6300,6808,508
2020,East,TOTAL,No management,5850,5449,6057,608
2020,East,SECTOR 2 PRODUCTION,No management,5915,5100,6086,986
,,,,5772,0,5735,5735
2020,East,Manufacturing of Goods,No management,5894,4988,6187,1199
2020,East,Waste disposal,No management,5789,6147,5776,-371
2020,East,Construction ,No management,5911,5673,5925,252
2020,East,SECTOR 3 SERVICES ,No management,5774,5567,6000,433
2020,East,Wholesale and retail trade,No management,5234,4840,5667,827
2020,East,Transportation and storage,No management,5298,4761,5397,636
2020,East,Hotels and restaurants,No management,4235,4177,4335,158
2020,East,Information and communication,No management,7168,6235,7703,1468
2020,East,Financial and insurance services,No management,6907,6598,7726,1128
2020,East,Professional services,No management,6310,5862,6712,850
2020,East,Other business services,No management,4804,4286,5142,856
2020,East,Health and social work,No management,5920,5793,6426,633
2020,East,Arts and recreation,No management,5196,5168,5298,130
2020,East,Other service activities,No management,5300,4889,6308,1419
2018,East,TOTAL,Total ,6118,5549,6397,848
2018,East,SECTOR 2 PRODUCTION,Total ,6077,5107,6278,1171
,,,,6163,0,6163,6163
2018,East,Manufacturing of Goods,Total ,6168,5010,6487,1477
2018,East,Waste disposal,Total ,6067,5653,6067,414
2018,East,Construction ,Total ,5897,5500,5926,426
2018,East,SECTOR 3 SERVICES ,Total ,6156,5703,6586,883
2018,East,Wholesale and retail trade,Total ,5416,4785,5988,1203
2018,East,Transportation and storage,Total ,5574,5274,5650,376
2018,East,Hotels and restaurants,Total ,4455,4339,4641,302
2018,East,Information and communication,Total ,7511,6287,7996,1709
2018,East,Financial and insurance services,Total ,8142,6707,9860,3153
2018,East,Professional services,Total ,7203,6166,8062,1896
2018,East,Other business services,Total ,5223,4446,5478,1032
2018,East,Health and social work,Total ,6382,6114,7254,1140
2018,East,Arts and recreation,Total ,5200,5096,5389,293
2018,East,Other service activities,Total ,6000,5176,7190,2014
2018,East,TOTAL,T/U/M Management,8852,7338,9479,2141
2018,East,SECTOR 2 PRODUCTION,T/U/M Management,8768,7288,9001,1713
,,,,0,0,0,0
2018,East,Manufacturing of Goods,T/U/M Management,9372,7355,9638,2283
,,,,8947,0,9412,9412
,,,,8125,0,8125,8125
2018,East,SECTOR 3 SERVICES ,T/U/M Management,8883,7341,9762,2421
2018,East,Wholesale and retail trade,T/U/M Management,7714,6100,8487,2387
,,,,8125,0,8125,8125
2018,East,Hotels and restaurants,T/U/M Management,5570,5326,5910,584
2018,East,Information and communication,T/U/M Management,10704,8663,11144,2481
2018,East,Financial and insurance services,T/U/M Management,13865,9090,14294,5204
2018,East,Professional services,T/U/M Management,10313,7583,10894,3311
2018,East,Other business services,T/U/M Management,7143,5417,7738,2321
2018,East,Health and social work,T/U/M Management,9618,8559,10786,2227
2018,East,Arts and recreation,T/U/M Management,7000,6825,7646,821
2018,East,Other service activities,T/U/M Management,8556,7345,9224,1879
2018,East,TOTAL,Lower management,7535,6871,7851,980
2018,East,SECTOR 2 PRODUCTION,Lower management,7340,6330,7574,1244
,,,,0,0,0,0
2018,East,Manufacturing of Goods,Lower management,7782,6906,8026,1120
,,,,0,0,0,0
,,,,6585,0,6665,6665
2018,East,SECTOR 3 SERVICES ,Lower management,7641,7025,8155,1130
2018,East,Wholesale and retail trade,Lower management,7351,5674,7907,2233
,,,,7452,0,7548,7548
2018,East,Hotels and restaurants,Lower management,4967,4782,5238,456
,,,,9286,0,9567,9567
2018,East,Financial and insurance services,Lower management,10919,9528,11300,1772
2018,East,Professional services,Lower management,7953,7000,8423,1423
2018,East,Other business services,Lower management,6261,5402,6261,859
2018,East,Health and social work,Lower management,7422,7191,7828,637
,,,,6605,6592,0,-6592
2018,East,Other service activities,Lower management,6932,6469,7999,1530
2018,East,TOTAL,Lowest management,6539,5991,6737,746
2018,East,SECTOR 2 PRODUCTION,Lowest management,6684,6342,6684,342
,,,,0,0,0,0
2018,East,Manufacturing of Goods,Lowest management,6868,5929,7035,1106
,,,,0,0,0,0
,,,,6438,0,6438,6438
2018,East,SECTOR 3 SERVICES ,Lowest management,6400,5929,6785,856
2018,East,Wholesale and retail trade,Lowest management,6096,5565,6439,874
,,,,6386,0,6652,6652
2018,East,Hotels and restaurants,Lowest management,4746,4600,4944,344
,,,,9240,0,9630,9630
2018,East,Financial and insurance services,Lowest management,8687,7801,9303,1502
2018,East,Professional services,Lowest management,6926,5967,7545,1578
,,,,6058,0,6058,6058
2018,East,Health and social work,Lowest management,6280,6155,6638,483
,,,,5454,0,0,0
2018,East,Other service activities,Lowest management,5550,5270,6362,1092
2018,East,TOTAL,No management,5704,5277,5901,624
2018,East,SECTOR 2 PRODUCTION,No management,5766,4931,5933,1002
,,,,5918,0,5874,5874
2018,East,Manufacturing of Goods,No management,5798,4886,6097,1211
,,,,5710,0,5720,5720
2018,East,Construction ,No management,5693,5158,5717,559
2018,East,SECTOR 3 SERVICES ,No management,5629,5417,5826,409
2018,East,Wholesale and retail trade,No management,5006,4642,5418,776
2018,East,Transportation and storage,No management,5315,5124,5369,245
2018,East,Hotels and restaurants,No management,4244,4192,4316,124
2018,East,Information and communication,No management,6917,5991,7380,1389
2018,East,Financial and insurance services,No management,6641,6349,7381,1032
2018,East,Professional services,No management,6214,5795,6667,872
2018,East,Other business services,No management,4984,4319,5250,931
2018,East,Health and social work,No management,5952,5801,6425,624
2018,East,Arts and recreation,No management,4730,4695,4762,67
2018,East,Other service activities,No management,4935,4635,5802,1167
2016,East,TOTAL,Total ,6092,5520,6347,827
2016,East,SECTOR 2 PRODUCTION,Total ,6057,5126,6210,1084
